ROUTEVIEWS_COLLECTOR|AS_NUMBER|PEERING_ADDRESS|PREFIXES|CC|REGION|ASNAME
route-views.eqix.routeviews.org|62955|2001:504:0:2:0:6:2955:1|2|US|arin |EBAYMTBB, US
route-views.eqix.routeviews.org|199524|2001:504:0:2:0:19:9524:1|176465|LU|ripencc|GCORE, LU
route-views.eqix.routeviews.org|398465|2001:504:0:2:0:39:8465:1|185308|US|arin |RACKDOG-LLC, US
route-views.eqix.routeviews.org|399728|2001:504:0:2:0:39:9728:1|2|US|arin |PFOUNDATION, US
route-views.flix.routeviews.org|19151|206.41.108.11|921206|US|arin |BBO-1, US
route-views.flix.routeviews.org|16509|206.41.108.16|2852|US|arin |AMAZON-02, US
route-views.flix.routeviews.org|20940|206.41.108.17|26|NL|ripencc|AKAMAI-ASN1, NL
route-views.flix.routeviews.org|13335|206.41.108.18|3707|US|arin |CLOUDFLARENET, US
route-views.flix.routeviews.org|6939|206.41.108.23|937148|US|arin |HURRICANE, US
route-views.flix.routeviews.org|33132|206.41.108.40|401|US|arin |FIBERNET-DIRECT, US
route-views.flix.routeviews.org|28283|206.41.108.56|902|BR|lacnic |Adylnet Telecom, BR
route-views.flix.routeviews.org|52320|206.41.108.60|914376|CO|lacnic |GlobeNet Cabos Submarinos Colombia, S.A.S., CO
route-views.flix.routeviews.org|15280|206.41.108.66|207688|US|arin |HOSTLEASING2, US
route-views.flix.routeviews.org|61832|206.41.108.72|937487|BR|lacnic |DB3 SERVICOS DE TELECOMUNICACOES S.A, BR
route-views.flix.routeviews.org|395880|206.41.108.79|31|US|arin |BCL-AS1, US
route-views.flix.routeviews.org|13760|206.41.108.96|917901|US|arin |UNITI-FIBER, US
route-views.flix.routeviews.org|26744|206.41.108.102|318|US|arin |PCL, US
route-views.flix.routeviews.org|52468|206.41.108.110|916391|PA|lacnic |UFINET PANAMA S.A., PA
route-views.flix.routeviews.org|199524|206.41.108.115|922308|LU|ripencc|GCORE, LU
route-views.flix.routeviews.org|62955|206.41.108.117|22|US|arin |EBAYMTBB, US
route-views.flix.routeviews.org|16509|206.41.108.136|2852|US|arin |AMAZON-02, US
route-views.flix.routeviews.org|7195|206.41.108.146|5634|CO|lacnic |EDGEUNO SAS, CO
route-views.flix.routeviews.org|16552|206.41.108.147|913822|US|arin |TIGGEE, US
route-views.flix.routeviews.org|52468|206.41.108.150|916125|PA|lacnic |UFINET PANAMA S.A., PA
route-views.flix.routeviews.org|47957|206.41.108.152|199494|FR|ripencc|ING-AS, FR
route-views.flix.routeviews.org|263237|206.41.108.153|1167|CL|lacnic |PowerHost Telecom SPA, CL
route-views.flix.routeviews.org|61461|206.41.108.157|115|VE|lacnic |Airtek Solutions C.A., VE
route-views.flix.routeviews.org|263009|206.41.108.158|42207|BR|lacnic |FORTE TELECOM LTDA., BR
route-views.flix.routeviews.org|13335|206.41.108.169|3707|US|arin |CLOUDFLARENET, US
route-views.flix.routeviews.org|264409|206.41.108.178|178926|BR|lacnic |GRUPO YAX, BR
route-views.flix.routeviews.org|1031|206.41.108.179|51170|US|arin |PEER-1-INTERNET, US
route-views.flix.routeviews.org|19151|2001:504:40:108::1:11|177928|US|arin |BBO-1, US
route-views.flix.routeviews.org|16509|2001:504:40:108::1:16|721|US|arin |AMAZON-02, US
route-views.flix.routeviews.org|20940|2001:504:40:108::1:17|1|NL|ripencc|AKAMAI-ASN1, NL
route-views.flix.routeviews.org|13335|2001:504:40:108::1:18|294|US|arin |CLOUDFLARENET, US
route-views.flix.routeviews.org|6939|2001:504:40:108::1:23|181872|US|arin |HURRICANE, US
route-views.flix.routeviews.org|33132|2001:504:40:108::1:40|46|US|arin |FIBERNET-DIRECT, US
route-views.flix.routeviews.org|28283|2001:504:40:108::1:56|390|BR|lacnic |Adylnet Telecom, BR
route-views.flix.routeviews.org|52320|2001:504:40:108::1:60|174631|CO|lacnic |GlobeNet Cabos Submarinos Colombia, S.A.S., CO
route-views.flix.routeviews.org|15280|2001:504:40:108::1:66|58997|US|arin |HOSTLEASING2, US
route-views.flix.routeviews.org|61832|2001:504:40:108::1:72|36492|BR|lacnic |DB3 SERVICOS DE TELECOMUNICACOES S.A, BR
route-views.flix.routeviews.org|395880|2001:504:40:108::1:79|1|US|arin |BCL-AS1, US
route-views.flix.routeviews.org|13760|2001:504:40:108::1:96|176453|US|arin |UNITI-FIBER, US
route-views.flix.routeviews.org|26744|2001:504:40:108::1:102|7|US|arin |PCL, US
route-views.flix.routeviews.org|52468|2001:504:40:108::1:110|174906|PA|lacnic |UFINET PANAMA S.A., PA
route-views.flix.routeviews.org|199524|2001:504:40:108::1:115|176886|LU|ripencc|GCORE, LU
route-views.flix.routeviews.org|62955|2001:504:40:108::1:117|2|US|arin |EBAYMTBB, US
route-views.flix.routeviews.org|16509|2001:504:40:108::1:136|721|US|arin |AMAZON-02, US
route-views.flix.routeviews.org|7195|2001:504:40:108::1:146|2983|CO|lacnic |EDGEUNO SAS, CO
route-views.flix.routeviews.org|16552|2001:504:40:108::1:147|174185|US|arin |TIGGEE, US
route-views.flix.routeviews.org|52468|2001:504:40:108::1:150|175117|PA|lacnic |UFINET PANAMA S.A., PA
route-views.flix.routeviews.org|47957|2001:504:40:108::1:152|59240|FR|ripencc|ING-AS, FR
route-views.flix.routeviews.org|263237|2001:504:40:108::1:153|279|CL|lacnic |PowerHost Telecom SPA, CL
route-views.flix.routeviews.org|61461|2001:504:40:108::1:157|30|VE|lacnic |Airtek Solutions C.A., VE
route-views.flix.routeviews.org|263009|2001:504:40:108::1:158|3609|BR|lacnic |FORTE TELECOM LTDA., BR
route-views.flix.routeviews.org|13335|2001:504:40:108::1:169|294|US|arin |CLOUDFLARENET, US
route-views.flix.routeviews.org|1031|2001:504:40:108::1:179|2223|US|arin |PEER-1-INTERNET, US
route-views.fortaleza.routeviews.org|263945|45.184.144.39|160924|BR|lacnic |ProveNET Internet Services LTDA, BR
route-views.fortaleza.routeviews.org|267613|45.184.144.102|930100|BR|lacnic |ELETRONET S.A., BR
route-views.fortaleza.routeviews.org|52320|45.184.144.128|916253|CO|lacnic |GlobeNet Cabos Submarinos Colombia, S.A.S., CO
route-views.fortaleza.routeviews.org|264479|45.184.145.15|951813|BR|lacnic |Turbozone Internet, BR
route-views.fortaleza.routeviews.org|266413|45.184.145.122|62|BR|lacnic |Viva Tecnologia Telecom, BR
route-views.fortaleza.routeviews.org|7195|45.184.145.162|10607|CO|lacnic |EDGEUNO SAS, CO
route-views.fortaleza.routeviews.org|199524|45.184.146.59|914075|LU|ripencc|GCORE, LU
route-views.fortaleza.routeviews.org|1031|45.184.147.17|902978|US|arin |PEER-1-INTERNET, US
route-views.fortaleza.routeviews.org|263945|2001:12f8:0:9::39|181885|BR|lacnic |ProveNET Internet Services LTDA, BR
route-views.fortaleza.routeviews.org|267613|2001:12f8:0:9::102|180089|BR|lacnic |ELETRONET S.A., BR
route-views.fortaleza.routeviews.org|52320|2001:12f8:0:9::128|175949|CO|lacnic |GlobeNet Cabos Submarinos Colombia, S.A.S., CO
route-views.fortaleza.routeviews.org|264479|2001:12f8:0:9::145:15|0|BR|lacnic |Turbozone Internet, BR
route-views.fortaleza.routeviews.org|266413|2001:12f8:0:9::145:122|99|BR|lacnic |Viva Tecnologia Telecom, BR
route-views.fortaleza.routeviews.org|7195|2001:12f8:0:9::145:162|4820|CO|lacnic |EDGEUNO SAS, CO
route-views.fortaleza.routeviews.org|199524|2001:12f8:0:9::146:59|172813|LU|ripencc|GCORE, LU
route-views.fortaleza.routeviews.org|1031|2001:12f8:0:9::147:17|19566|US|arin |PEER-1-INTERNET, US
route-views.gorex.routeviews.org|35889|192.35.145.24|2014|US|arin |GOREX, US
route-views.gorex.routeviews.org|35889|2604:8ac0:3000:3005::1|170|US|arin |GOREX, US
route-views.isc.routeviews.org|1280|198.32.176.3|131|US|arin |ISC-AS-1280, US
route-views.isc.routeviews.org|6939|198.32.176.20|937591|US|arin |HURRICANE, US
route-views.isc.routeviews.org|16509|198.32.176.36|1684|US|arin |AMAZON-02, US
route-views.isc.routeviews.org|6762|198.32.176.70|207570|IT|ripencc|SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT
route-views.isc.routeviews.org|49544|198.32.176.95|929900|NL|ripencc|I3DNET, NL
route-views.isc.routeviews.org|30286|198.32.176.142|199|US|arin |THM, US
route-views.isc.routeviews.org|19151|198.32.176.164|921141|US|arin |BBO-1, US
route-views.isc.routeviews.org|7575|198.32.176.177|926094|AU|apnic |AARNET-AS-AP Australian Academic and Research Network AARNet, AU
route-views.isc.routeviews.org|36351|198.32.176.207|938512|US|arin |SOFTLAYER, US
route-views.isc.routeviews.org|16509|198.32.176.217|1684|US|arin |AMAZON-02, US
route-views.isc.routeviews.org|199524|198.32.176.226|920763|LU|ripencc|GCORE, LU
route-views.isc.routeviews.org|714|198.32.176.237|1099|US|arin |APPLE-ENGINEERING, US
route-views.isc.routeviews.org|1280|2001:504:d::1|37|US|arin |ISC-AS-1280, US
route-views.isc.routeviews.org|6939|2001:504:d::10|181876|US|arin |HURRICANE, US
route-views.isc.routeviews.org|16509|2001:504:d::24|604|US|arin |AMAZON-02, US
route-views.isc.routeviews.org|6762|2001:504:d::46|38124|IT|ripencc|SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT
route-views.isc.routeviews.org|16509|2001:504:d::d9|604|US|arin |AMAZON-02, US
route-views.isc.routeviews.org|714|2001:504:d::714:1|244|US|arin |APPLE-ENGINEERING, US
route-views.isc.routeviews.org|49544|2001:504:d::4:9544:1|178521|NL|ripencc|I3DNET, NL
route-views.isc.routeviews.org|199524|2001:504:d::19:9524:1|176284|LU|ripencc|GCORE, LU
route-views.kixp.routeviews.org|37578|196.223.21.38|3|KE|afrinic|Tespok, KE
route-views.kixp.routeviews.org|37704|196.223.21.65|110572|KE|afrinic|Nairobi-IX-Peering, KE
route-views.kixp.routeviews.org|37704|196.223.21.66|110502|KE|afrinic|Nairobi-IX-Peering, KE
route-views.kixp.routeviews.org|37271|196.223.21.72|918253|ZA|afrinic|Workonline, ZA
route-views.kixp.routeviews.org|37271|196.223.21.73|918285|ZA|afrinic|Workonline, ZA
route-views.kixp.routeviews.org|6939|196.223.21.74|937598|US|arin |HURRICANE, US
route-views.kixp.routeviews.org|328475|196.223.21.99|29|KE|afrinic|Afriq-Network-Solutions-AS, KE
route-views.kixp.routeviews.org|16509|196.223.21.103|1702|US|arin |AMAZON-02, US
route-views.kixp.routeviews.org|16509|196.223.21.114|1702|US|arin |AMAZON-02, US
route-views.kixp.routeviews.org|37704|2001:43f8:60:1::66|19694|KE|afrinic|Nairobi-IX-Peering, KE
route-views.kixp.routeviews.org|37271|2001:43f8:60:1::72|179248|ZA|afrinic|Workonline, ZA
route-views.kixp.routeviews.org|37271|2001:43f8:60:1::73|179248|ZA|afrinic|Workonline, ZA
route-views.kixp.routeviews.org|6939|2001:43f8:60:1::74|181877|US|arin |HURRICANE, US
route-views.kixp.routeviews.org|328475|2001:43f8:60:1::99|21|KE|afrinic|Afriq-Network-Solutions-AS, KE
route-views.kixp.routeviews.org|16509|2001:43f8:60:1::103|762|US|arin |AMAZON-02, US
route-views.kixp.routeviews.org|16509|2001:43f8:60:1::114|762|US|arin |AMAZON-02, US
route-views.linx.routeviews.org|47957|195.66.224.12|420464|FR|ripencc|ING-AS, FR
route-views.linx.routeviews.org|61955|195.66.224.13|616848|DE|ripencc|COLOCATIONIX-AS, DE
route-views.linx.routeviews.org|6939|195.66.224.21|937595|US|arin |HURRICANE, US
route-views.linx.routeviews.org|37497|195.66.224.25|912346|ZA|afrinic|Network-Platforms, ZA
route-views.linx.routeviews.org|5413|195.66.224.29|0|GB|ripencc|AS5413, GB
route-views.linx.routeviews.org|3257|195.66.224.32|912901|US|ripencc|GTT-BACKBONE GTT, US
route-views.linx.routeviews.org|6453|195.66.224.51|912882|US|arin |AS6453, US
route-views.linx.routeviews.org|3292|195.66.224.64|766|DK|ripencc|TDC TDC AS, DK
route-views.linx.routeviews.org|8426|195.66.224.66|915795|GB|ripencc|CLARANET-AS ClaraNET LTD, GB
route-views.linx.routeviews.org|5511|195.66.224.83|156654|FR|ripencc|OPENTRANSIT, FR
route-views.linx.routeviews.org|6830|195.66.224.89|913008|NL|ripencc|LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL
route-views.linx.routeviews.org|13237|195.66.224.99|918212|DE|ripencc|LAMBDANET-AS European Backbone of AS13237, DE
route-views.linx.routeviews.org|6667|195.66.224.114|914161|FI|ripencc|EUNET-FINLAND, FI
route-views.linx.routeviews.org|14537|195.66.224.118|918669|US|arin |CL-1379-14537, US
route-views.linx.routeviews.org|2914|195.66.224.138|913084|US|arin |NTT-LTD-2914, US
route-views.linx.routeviews.org|6762|195.66.224.153|199579|IT|ripencc|SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT
route-views.linx.routeviews.org|16552|195.66.224.157|914892|US|arin |TIGGEE, US
route-views.linx.routeviews.org|38880|195.66.224.165|956728|AU|apnic |M21-AS-AP Micron21 Datacentre Pty Ltd, AU
route-views.linx.routeviews.org|3491|195.66.224.167|912838|US|arin |BTN-ASN, US
route-views.linx.routeviews.org|13030|195.66.224.175|916539|CH|ripencc|INIT7, CH
route-views.linx.routeviews.org|31500|195.66.224.215|3261|AG|ripencc|GLOBALNET-AS, AG
route-views.linx.routeviews.org|5459|195.66.224.254|0|GB|ripencc|LINX-AS London interconnection point, GB
route-views.linx.routeviews.org|45102|195.66.225.79|38|CN|apnic |ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN
route-views.linx.routeviews.org|34288|195.66.225.86|928073|CH|ripencc|AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH
route-views.linx.routeviews.org|35313|195.66.225.145|19|BH|ripencc|BH-INFONAS-ASN, BH
route-views.linx.routeviews.org|49544|195.66.225.146|929987|NL|ripencc|I3DNET, NL
route-views.linx.routeviews.org|8674|195.66.225.151|4|SE|ripencc|NETNOD-IX Netnod AB, SE
route-views.linx.routeviews.org|8674|195.66.225.152|2|SE|ripencc|NETNOD-IX Netnod AB, SE
route-views.linx.routeviews.org|16509|195.66.225.175|1858|US|arin |AMAZON-02, US
route-views.linx.routeviews.org|38182|195.66.225.178|178|MY|apnic |EXTREMEBB-AS-MY Extreme Broadband - Total Broadband Experience, MY
route-views.linx.routeviews.org|41811|195.66.225.196|913770|GB|ripencc|CONVERGENCE-GROUP, GB
route-views.linx.routeviews.org|47787|195.66.225.212|928816|US|ripencc|EDGOO EDGOO NETWORKS, US
route-views.linx.routeviews.org|14061|195.66.226.25|915977|US|arin |DIGITALOCEAN-ASN, US
route-views.linx.routeviews.org|59605|195.66.226.33|927258|BH|ripencc|ZAINGP-AS, BH
route-views.linx.routeviews.org|267613|195.66.226.39|930109|BR|lacnic |ELETRONET S.A., BR
route-views.linx.routeviews.org|39122|195.66.226.97|916616|IE|ripencc|BLACKNIGHT-AS, IE
route-views.linx.routeviews.org|37271|195.66.226.102|918063|ZA|afrinic|Workonline, ZA
route-views.linx.routeviews.org|714|195.66.226.145|1101|US|arin |APPLE-ENGINEERING, US
route-views.linx.routeviews.org|58511|195.66.226.214|928357|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.linx.routeviews.org|48070|195.66.226.254|914514|GB|ripencc|DSM DSM GB Limited, GB
route-views.linx.routeviews.org|58601|195.66.227.59|30|BD|apnic |AAMRA-ATL-BD Aamra technologies limited, BD
route-views.linx.routeviews.org|62955|195.66.227.75|22|US|arin |EBAYMTBB, US
route-views.linx.routeviews.org|8455|195.66.227.118|916858|NL|ripencc|ATOM86-AS ATOM86, NL
route-views.linx.routeviews.org|398465|195.66.227.122|907253|US|arin |RACKDOG-LLC, US
route-views.linx.routeviews.org|4775|195.66.227.151|962|PH|apnic |GLOBE-TELECOM-AS Globe Telecoms, PH
route-views.linx.routeviews.org|38195|195.66.227.164|2489|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.linx.routeviews.org|3170|195.66.227.195|916078|GB|ripencc|VELOXSERV, GB
route-views.linx.routeviews.org|41805|195.66.227.196|347475|IQ|ripencc|IQ-SAWADLAND-AS, IQ
route-views.linx.routeviews.org|1031|195.66.231.48|220444|US|arin |PEER-1-INTERNET, US
route-views.linx.routeviews.org|5413|195.66.236.29|915182|GB|ripencc|AS5413, GB
route-views.linx.routeviews.org|8426|195.66.236.66|195|GB|ripencc|CLARANET-AS ClaraNET LTD, GB
route-views.linx.routeviews.org|6667|195.66.236.114|914161|FI|ripencc|EUNET-FINLAND, FI
route-views.linx.routeviews.org|13030|195.66.236.175|916544|CH|ripencc|INIT7, CH
route-views.linx.routeviews.org|5459|195.66.236.254|0|GB|ripencc|LINX-AS London interconnection point, GB
route-views.linx.routeviews.org|199524|195.66.237.19|916496|LU|ripencc|GCORE, LU
route-views.linx.routeviews.org|16509|195.66.237.175|1858|US|arin |AMAZON-02, US
route-views.linx.routeviews.org|14061|195.66.238.25|915977|US|arin |DIGITALOCEAN-ASN, US
route-views.linx.routeviews.org|58511|195.66.238.214|928357|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.linx.routeviews.org|62955|195.66.239.75|22|US|arin |EBAYMTBB, US
route-views.linx.routeviews.org|714|2001:7f8:4::2ca:1|237|US|arin |APPLE-ENGINEERING, US
route-views.linx.routeviews.org|1031|2001:7f8:4::407:1|44138|US|arin |PEER-1-INTERNET, US
route-views.linx.routeviews.org|2914|2001:7f8:4::b62:1|169979|US|arin |NTT-LTD-2914, US
route-views.linx.routeviews.org|3170|2001:7f8:4::c62:1|176134|GB|ripencc|VELOXSERV, GB
route-views.linx.routeviews.org|3257|2001:7f8:4::cb9:1|174008|US|ripencc|GTT-BACKBONE GTT, US
route-views.linx.routeviews.org|3491|2001:7f8:4::da3:1|174095|US|arin |BTN-ASN, US
route-views.linx.routeviews.org|4775|2001:7f8:4::12a7:1|216|PH|apnic |GLOBE-TELECOM-AS Globe Telecoms, PH
route-views.linx.routeviews.org|5413|2001:7f8:4::1525:1|0|GB|ripencc|AS5413, GB
route-views.linx.routeviews.org|5459|2001:7f8:4::1553:1|0|GB|ripencc|LINX-AS London interconnection point, GB
route-views.linx.routeviews.org|6667|2001:7f8:4::1a0b:1|174958|FI|ripencc|EUNET-FINLAND, FI
route-views.linx.routeviews.org|6762|2001:7f8:4::1a6a:1|37432|IT|ripencc|SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT
route-views.linx.routeviews.org|6830|2001:7f8:4::1aae:4|174070|NL|ripencc|LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL
route-views.linx.routeviews.org|6939|2001:7f8:4::1b1b:1|181874|US|arin |HURRICANE, US
route-views.linx.routeviews.org|8426|2001:7f8:4::20ea:1|174374|GB|ripencc|CLARANET-AS ClaraNET LTD, GB
route-views.linx.routeviews.org|8455|2001:7f8:4::2107:1|175056|NL|ripencc|ATOM86-AS ATOM86, NL
route-views.linx.routeviews.org|8674|2001:7f8:4::21e2:1|4|SE|ripencc|NETNOD-IX Netnod AB, SE
route-views.linx.routeviews.org|8674|2001:7f8:4::21e2:2|2|SE|ripencc|NETNOD-IX Netnod AB, SE
route-views.linx.routeviews.org|13030|2001:7f8:4::32e6:1|175084|CH|ripencc|INIT7, CH
route-views.linx.routeviews.org|16509|2001:7f8:4::407d:1|836|US|arin |AMAZON-02, US
route-views.linx.routeviews.org|16552|2001:7f8:4::40a8:1|174288|US|arin |TIGGEE, US
route-views.linx.routeviews.org|34288|2001:7f8:4::85f0:1|186446|CH|ripencc|AS34288 EDU-ZG-CH - Public Schools in the Canton of Zug, CH
route-views.linx.routeviews.org|37271|2001:7f8:4::9197:1|179247|ZA|afrinic|Workonline, ZA
route-views.linx.routeviews.org|38195|2001:7f8:4::9533:1|256|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.linx.routeviews.org|39122|2001:7f8:4::98d2:1|175618|IE|ripencc|BLACKNIGHT-AS, IE
route-views.linx.routeviews.org|41805|2001:7f8:4::a34d:1|77172|IQ|ripencc|IQ-SAWADLAND-AS, IQ
route-views.linx.routeviews.org|41811|2001:7f8:4::a353:1|1|GB|ripencc|CONVERGENCE-GROUP, GB
route-views.linx.routeviews.org|47787|2001:7f8:4::baab:1|179603|US|ripencc|EDGOO EDGOO NETWORKS, US
route-views.linx.routeviews.org|47957|2001:7f8:4::bb55:1|175679|FR|ripencc|ING-AS, FR
route-views.linx.routeviews.org|48070|2001:7f8:4::bbc6:1|174462|GB|ripencc|DSM DSM GB Limited, GB
route-views.linx.routeviews.org|49544|2001:7f8:4::c188:1|178602|NL|ripencc|I3DNET, NL
route-views.linx.routeviews.org|35313|2001:7f8:4::c8ce:1|10|BH|ripencc|BH-INFONAS-ASN, BH
route-views.linx.routeviews.org|58511|2001:7f8:4::e48f:1|186679|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.linx.routeviews.org|59605|2001:7f8:4::e8d5:1|175972|BH|ripencc|ZAINGP-AS, BH
route-views.linx.routeviews.org|62955|2001:7f8:4::f5eb:1|2|US|arin |EBAYMTBB, US
route-views.linx.routeviews.org|267613|2001:7f8:4::4:155d:1|180087|BR|lacnic |ELETRONET S.A., BR
route-views.linx.routeviews.org|398465|2001:7f8:4::6:1481:1|184166|US|arin |RACKDOG-LLC, US
route-views.linx.routeviews.org|5413|2001:7f8:4:1::1525:1|174478|GB|ripencc|AS5413, GB
route-views.linx.routeviews.org|5459|2001:7f8:4:1::1553:2|7|GB|ripencc|LINX-AS London interconnection point, GB
route-views.linx.routeviews.org|6667|2001:7f8:4:1::1a0b:1|174958|FI|ripencc|EUNET-FINLAND, FI
route-views.linx.routeviews.org|8426|2001:7f8:4:1::20ea:1|51|GB|ripencc|CLARANET-AS ClaraNET LTD, GB
route-views.linx.routeviews.org|13030|2001:7f8:4:1::32e6:1|175089|CH|ripencc|INIT7, CH
route-views.linx.routeviews.org|16509|2001:7f8:4:1::407d:1|836|US|arin |AMAZON-02, US
route-views.linx.routeviews.org|58511|2001:7f8:4:1::e48f:1|186679|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.linx.routeviews.org|62955|2001:7f8:4:1::f5eb:1|2|US|arin |EBAYMTBB, US
route-views.linx.routeviews.org|199524|2001:7f8:4:1:0:3:b64:1|175759|LU|ripencc|GCORE, LU
route-views.mwix.routeviews.org|19782|206.53.139.23|0|US|arin |INDIANAGIGAPOP, US
route-views.mwix.routeviews.org|19782|2001:504:45:f3e8::16|0|US|arin |INDIANAGIGAPOP, US
route-views.napafrica.routeviews.org|49544|196.60.8.6|931761|NL|ripencc|I3DNET, NL
route-views.napafrica.routeviews.org|327991|196.60.8.55|9|ZA|afrinic|MEGASURF-WIRELESS-INTERNET, ZA
route-views.napafrica.routeviews.org|37468|196.60.8.60|930755|AO|afrinic|ANGOLA-CABLES, AO
route-views.napafrica.routeviews.org|328512|196.60.8.113|944803|ZA|afrinic|Backspace-Technologies, ZA
route-views.napafrica.routeviews.org|3741|196.60.8.126|1295|ZA|afrinic|IS, ZA
route-views.napafrica.routeviews.org|32653|196.60.8.139|191987|ZA|afrinic|ENETWORKS, ZA
route-views.napafrica.routeviews.org|37271|196.60.8.142|918129|ZA|afrinic|Workonline, ZA
route-views.napafrica.routeviews.org|3491|196.60.8.152|914575|US|arin |BTN-ASN, US
route-views.napafrica.routeviews.org|327754|196.60.8.172|27|ZA|afrinic|RMS-Powertronics, ZA
route-views.napafrica.routeviews.org|37271|196.60.8.178|918133|ZA|afrinic|Workonline, ZA
route-views.napafrica.routeviews.org|37053|196.60.8.179|150|ZA|afrinic|RSAWEB-AS, ZA
route-views.napafrica.routeviews.org|37497|196.60.8.185|0|ZA|afrinic|Network-Platforms, ZA
route-views.napafrica.routeviews.org|2018|196.60.8.216|443|ZA|afrinic|TENET-1, ZA
route-views.napafrica.routeviews.org|36968|196.60.8.219|29|ZA|afrinic|ECN-AS1, ZA
route-views.napafrica.routeviews.org|328137|196.60.9.37|0|ZA|afrinic|Web-Squad-Connect-AS, ZA
route-views.napafrica.routeviews.org|15133|196.60.9.70|50|US|arin |EDGECAST, US
route-views.napafrica.routeviews.org|328266|196.60.9.124|941598|ZA|afrinic|Atomic-AS, ZA
route-views.napafrica.routeviews.org|32653|196.60.9.139|191987|ZA|afrinic|ENETWORKS, ZA
route-views.napafrica.routeviews.org|328320|196.60.9.155|185589|ZA|afrinic|Kurlec-AS, ZA
route-views.napafrica.routeviews.org|8674|196.60.9.160|5|SE|ripencc|NETNOD-IX Netnod AB, SE
route-views.napafrica.routeviews.org|714|196.60.9.161|16|US|arin |APPLE-ENGINEERING, US
route-views.napafrica.routeviews.org|714|196.60.9.162|16|US|arin |APPLE-ENGINEERING, US
route-views.napafrica.routeviews.org|199524|196.60.9.188|919401|LU|ripencc|GCORE, LU
route-views.napafrica.routeviews.org|5583|196.60.9.189|12|FR|ripencc|ORANGE-BUSINESS-SERVICES-BENELUX Orange Business Services formerly Equant AS for BENELUX, FR
route-views.napafrica.routeviews.org|327991|196.60.10.48|9|ZA|afrinic|MEGASURF-WIRELESS-INTERNET, ZA
route-views.napafrica.routeviews.org|3257|196.60.10.50|913865|US|ripencc|GTT-BACKBONE GTT, US
route-views.napafrica.routeviews.org|16552|196.60.10.62|921759|US|arin |TIGGEE, US
route-views.napafrica.routeviews.org|25139|196.60.10.203|25|MZ|ripencc|TVCABO-AS, MZ
route-views.napafrica.routeviews.org|329035|196.60.10.230|938468|ZA|afrinic|Telsense, ZA
route-views.napafrica.routeviews.org|13150|196.60.11.8|1|IL|ripencc|CATON, IL
route-views.napafrica.routeviews.org|49544|2001:43f8:6d0::6|178653|NL|ripencc|I3DNET, NL
route-views.napafrica.routeviews.org|36968|2001:43f8:6d0::c|1|ZA|afrinic|ECN-AS1, ZA
route-views.napafrica.routeviews.org|37271|2001:43f8:6d0::19|179247|ZA|afrinic|Workonline, ZA
route-views.napafrica.routeviews.org|3491|2001:43f8:6d0::1b|174116|US|arin |BTN-ASN, US
route-views.napafrica.routeviews.org|327991|2001:43f8:6d0::55|1|ZA|afrinic|MEGASURF-WIRELESS-INTERNET, ZA
route-views.napafrica.routeviews.org|37468|2001:43f8:6d0::60|179704|AO|afrinic|ANGOLA-CABLES, AO
route-views.napafrica.routeviews.org|328512|2001:43f8:6d0::113|184955|ZA|afrinic|Backspace-Technologies, ZA
route-views.napafrica.routeviews.org|3741|2001:43f8:6d0::126|0|ZA|afrinic|IS, ZA
route-views.napafrica.routeviews.org|32653|2001:43f8:6d0::139|4|ZA|afrinic|ENETWORKS, ZA
route-views.napafrica.routeviews.org|327754|2001:43f8:6d0::172|4|ZA|afrinic|RMS-Powertronics, ZA
route-views.napafrica.routeviews.org|37271|2001:43f8:6d0::178|179247|ZA|afrinic|Workonline, ZA
route-views.napafrica.routeviews.org|2018|2001:43f8:6d0::216|22|ZA|afrinic|TENET-1, ZA
route-views.napafrica.routeviews.org|328137|2001:43f8:6d0::9:37|0|ZA|afrinic|Web-Squad-Connect-AS, ZA
route-views.napafrica.routeviews.org|328206|2001:43f8:6d0::9:66|181928|ZA|afrinic|JAWUG, ZA
route-views.napafrica.routeviews.org|15133|2001:43f8:6d0::9:70|26|US|arin |EDGECAST, US
route-views.napafrica.routeviews.org|328266|2001:43f8:6d0::9:124|29021|ZA|afrinic|Atomic-AS, ZA
route-views.napafrica.routeviews.org|32653|2001:43f8:6d0::9:139|4|ZA|afrinic|ENETWORKS, ZA
